business_name,latitude,longitude,formatted_address,location_type,location_id
3309 Bob Wallace Ave SW,34.7115657,-86.6119318,"3309 Bob Wallace Ave SW, Huntsville, AL 35805, USA",premise,ChIJQWrrbI5sYogRIjEBIoaZgLc
215 Walker Springs Rd,31.5592149,-87.87429929999999,"215 Walker Springs Rd, Jackson, AL 36545, USA",premise,ChIJE5x_VGfKmogR_i_Mqg3KidY
183 E University Dr,32.5796949,-85.4931952,"183 E University Dr, Auburn, AL 36832, USA",premise,ChIJ63zZQbvzjIgRWsebL746vCA
619 19th St S,33.5059232,-86.8019175,"619 19th St S, Birmingham, AL 35294, USA",street_address,ChIJ5yXh1cEbiYgRdL_mbCwz_00
805C N McKenzie St,30.4146925,-87.68418609999999,"805C N McKenzie St, Foley, AL 36535, USA",subpremise,ChIJn7vn3AkOmogREtktnI-1UB4
1418 Old Railroad Bed Rd,34.7719723,-86.7870896,"1418 Old Railroad Bed Rd, Harvest, AL 35749, USA",premise,ChIJCcVtIPxmYogRVLJBUNEa9qE
2101 5th St S,32.437464,-85.0253577,"2101 5th St S, Phenix City, AL 36869, USA",premise,ChIJnX6WsP_RjIgR9YoeOzFmI_w
2061 Kentucky Ave,33.446599,-86.7868539,"2061 Kentucky Ave, Vestavia Hills, AL 35216, USA",premise,ChIJ3cCb4gMZiYgRFt5f1Inkgp4
600 Governors Dr SW,34.7209456,-86.5881654,"600 Governors Dr SW, Huntsville, AL 35801, USA",premise,ChIJNQGt1KhsYogRwHb1WYxTJUw
3342 AL-134,31.3113547,-85.51457719999999,"3342 AL-134, Midland City, AL 36350, USA",premise,ChIJM2DJ9tGOkogRDOSvD43C1Dk
5604 Judson Cir,30.696554,-88.1715285,"5604 Judson Cir, Mobile, AL 36608, USA",premise,ChIJoQCJS6qym4gRYDIQdz6noLI
390 W 6th St,32.4675509,-86.48182550000001,"390 W 6th St, Prattville, AL 36067, USA",premise,ChIJI8e0HRWOjogRDxzIELPd6gU
2005 32nd St,33.2382102,-87.5779527,"2005 32nd St, Northport, AL 35476, USA",subpremise,ChIJ4ZM9YCodhogR7d7FZ4TJF4M
2810 College Ave,31.538655,-87.8862329,"2810 College Ave, Jackson, AL 36545, USA",premise,ChIJh48HGjfKmogRGHN_HOHXizE
5175 Carmichael Rd,32.3613663,-86.21729859999999,"5175 Carmichael Rd, Montgomery, AL 36106, USA",premise,ChIJaeIWmUwqjIgRZ_Gk_ENM5wA
5450 Coca Cola Rd,30.5857569,-88.1677095,"5450 Coca Cola Rd, Mobile, AL 36619, USA",premise,ChIJB1nMy0pLmogRLS0KdhO3W4g
2152 Springfield Loop W,33.4247165,-86.69418879999999,"2152 Springfield Loop W, Birmingham, AL 35242, USA",street_address,EjIyMTUyIFNwcmluZ2ZpZWxkIExvb3AgVywgQmlybWluZ2hhbSwgQUwgMzUyNDIsIFVTQSIxEi8KFAoSCYEZ9KtPFomIEXvDSoybUsYcEOgQKhQKEgmBGfSrTxaJiBEVibtt9H4pMw
508 State St,32.6988849,-87.5860809,"508 State St, Greensboro, AL 36744, USA",subpremise,ChIJsZQqsdP0hYgRAgqbatY1sEI
4901 Corporate Dr NW Ste C,34.7326393,-86.6578004,"H, 4901 Corporate Dr NW Ste C, Huntsville, AL 35805, USA",subpremise,ChIJwS8ek_5rYogR70sujeQMXuo
Alabama 162,32.0562124,-87.4618693,"AL-162, Pine Hill, AL 36769, USA",route,EiBBTC0xNjIsIFBpbmUgSGlsbCwgQUwgMzY3NjksIFVTQSIuKiwKFAoSCam8UE9liY-IEeXq4gHvNW_tEhQKEgln4m_y-GCFiBEUzEyFYM5D5A
3701 E Willow St,34.7005379,-85.9885828,"3701 E Willow St, Scottsboro, AL 35768, USA",premise,ChIJ-1OE-mbpYYgRKvNLeqTrgp4
79 Commerce St suite e,32.3784007,-86.31101199999999,"79 Commerce St suite e, Montgomery, AL 36104, USA",subpremise,ChIJAQBQ526BjogRdGCCYNhtA1Q
105 Corporate Woods Dr,33.1888679,-86.7908473,"105 Corporate Woods Dr, Alabaster, AL 35007, USA",street_address,EjAxMDUgQ29ycG9yYXRlIFdvb2RzIERyLCBBbGFiYXN0ZXIsIEFMIDM1MDA3LCBVU0EiMBIuChQKEgl5y0VzDi-JiBGY-_ws9VcdAxBpKhQKEgm79vvRci-JiBEPvGrE_LVzHg
22 Inverness Center Pkwy,33.4225732,-86.7074268,"22 Inverness Center Pkwy, Birmingham, AL 35242, USA",premise,ChIJ0TpitLYXiYgRv2uqxCUINlA
114 Court Square,31.435296,-86.95427099999999,"114 Court Square, Evergreen, AL 36401, USA",street_address,EioxMTQgQ291cnQgU3F1YXJlLCBFdmVyZ3JlZW4sIEFMIDM2NDAxLCBVU0EiMBIuChQKEgnz36z9vC2QiBHFVpEJY-shqxByKhQKEgkPZnIdvS2QiBFZn9PC7YAjvQ
191 W Valley Ave,33.4645623,-86.8367924,"191 W Valley Ave, Homewood, AL 35209, USA",premise,ChIJPf19TcceiYgRGi6HP4d9Hl4
1017 12th Pl,32.4699942,-85.0075699,"1017 12th Pl, Phenix City, AL 36867, USA",premise,ChIJ5a7QfsbNjIgRH656u2wd2mU
3414 Governors Dr SW #515,34.72136739999999,-86.612454,"3414 Governors Dr SW #515, Huntsville, AL 35805, USA",subpremise,ChIJbxSKnIRsYogRjlP6JyfxgsE
270 AL-165,32.3846374,-85.03531670000001,"270 AL-165, Phenix City, AL 36869, USA",premise,ChIJDwylQHDRjIgRrDFXLc3k6IQ
100 S Main St,34.7322008,-87.7038003,"100 S Main St, Tuscumbia, AL 35674, USA",subpremise,ChIJEYhoE_NFfYgRDP260HTNCk4
441 W Willow St,34.6736142,-86.0422907,"441 W Willow St, Scottsboro, AL 35768, USA",premise,ChIJ0Zaq0eTuYYgR1EI9xHcmQd0
4666 US-231,32.5090732,-86.2123293,"4666 US-231, Wetumpka, AL 36092, USA",subpremise,ChIJ7zsEdEwmjIgRhLNbxUFH3X8
4900 Old Greensboro Rd,33.1642066,-87.54798459999999,"4900 Old Greensboro Rd, Tuscaloosa, AL 35405, USA",premise,ChIJNatboQ0ChogRZnRRKRL_CtM
69 County Rd 222,34.1309335,-86.8562784,"69 County Rd 222, Good Hope, AL 35055, USA",street_address,ChIJVeY4uWbKiYgRKP38v8BDLTc
3147 Green Valley Rd,33.4597837,-86.7327967,"3147 Green Valley Rd, Vestavia Hills, AL 35243, USA",subpremise,ChIJ-9QTNWYXiYgRejntZeGDWtQ
4060 AL-14,32.458925,-86.379539,"4060 AL-14, Millbrook, AL 36054, USA",street_address,ChIJM5NORx6FjogR28RhZ8MUhLY
3025 AL-5,32.2769502,-87.39144139999999,"3025 AL-5, Safford, AL 36773, USA",premise,ChIJLXwX8yWDj4gRlYkqJkq7ddA
1812 Old Shell Rd d,30.6886113,-88.08183869999999,"1812 Old Shell Rd d, Mobile, AL 36607, USA",subpremise,EioxODEyIE9sZCBTaGVsbCBSZCBkLCBNb2JpbGUsIEFMIDM2NjA3LCBVU0EiHRobChYKFAoSCXcwHRoFTpqIEXMnE8uVJv_NEgFk
21471 AL-71,34.7677435,-85.70434709999999,"21471 AL-71, Flat Rock, AL 35966, USA",premise,ChIJW7YdY-rJYYgRTPSA3u8l4I4
100 Church St SW,34.72888349999999,-86.58804049999999,"100 Church St SW, Huntsville, AL 35801, USA",subpremise,ChIJ5cOprFdrYogRdFu_GQmU_LU
504 W Grove Ave,34.7345697,-87.66970800000001,"504 W Grove Ave, Muscle Shoals, AL 35661, USA",premise,ChIJ6W5ukDxPfYgRwv15rIqbF2I
3751 US-280,32.9271347,-85.9637474,"3751 US-280, Alexander City, AL 35010, USA",street_address,EiozNzUxIFVTLTI4MCwgQWxleGFuZGVyIENpdHksIEFMIDM1MDEwLCBVU0EiMRIvChQKEglf5lpWfAuMiBGRzJNf0N8aZRCnHSoUChIJT10QWB6WjIgRG2alFfRA0Kk
26056 AL-75,33.9138169,-86.508853,"26056 AL-75, Oneonta, AL 35121, USA",premise,ChIJ-ezwEfCZiYgRMnW5ZlsQQE4
550 Lee Rd 315,32.544297,-85.0413086,"550 Lee Rd 315, Smiths Station, AL 36877, USA",premise,ChIJQ028VUbJjIgRPFuurxpRkEM
1718 McFarland Blvd,33.2397664,-87.57444939999999,"1718 McFarland Blvd, Northport, AL 35476, USA",subpremise,ChIJzYga9CsdhogR_9j5uWwYzDs
695 Summit Pkwy,32.48236,-86.41696929999999,"695 Summit Pkwy, Prattville, AL 36066, USA",subpremise,ChIJn05XuFWFjogRYr525NFAwyQ
2803 Ross Clark Cir,31.2128931,-85.42969339999999,"2803 Ross Clark Cir, Dothan, AL 36301, USA",premise,ChIJ43KPVJqSkogRM3STqbH_ZY4
300 3rd Ave E,33.9473337,-86.4756439,"300 3rd Ave E, Oneonta, AL 35121, USA",premise,ChIJaR0ISuuQiYgRfwahklhUZCI
953 Parrish Ln,33.5848675,-86.66313610000002,"953 Parrish Ln, Birmingham, AL 35235, USA",premise,ChIJZeC2ZQgOiYgRar05Q_CbmgI
6200 Lou George Loop,33.3250777,-86.98569859999999,"6200 Lou George Loop, Bessemer, AL 35022, USA",premise,ChIJmeRY7hzciIgRJ1AW4DTzq-w
1414 6th Ave N,33.5157508,-86.8168938,"1414 6th Ave N, Birmingham, AL 35203, USA",premise,ChIJf77xrI4biYgR9oVTvjNbT0g
505 E Heritage Dr,30.6618833,-88.1360121,"505 E Heritage Dr, Mobile, AL 36609, USA",street_address,Eig1MDUgRSBIZXJpdGFnZSBEciwgTW9iaWxlLCBBTCAzNjYwOSwgVVNBIjESLwoUChIJ6S6XrgVNmogRzw5SJURjpqEQ-QMqFAoSCeEul64FTZqIEfo-BhIEVIeW
8921 Parkway E,33.5811825,-86.7099021,"8921 Parkway E, Birmingham, AL 35206, USA",premise,ChIJndsx6tAPiYgRLk4dRZmL1OQ
12901 Bailey Cove Rd SE,34.6236248,-86.53697439999999,"12901 Bailey Cove Rd SE, Huntsville, AL 35803, USA",premise,ChIJE-5f5ZwNYogRuLioOPgiqKk
1050 Dunsmore Dr,33.3427465,-86.58582779999999,"1050 Dunsmore Dr, Chelsea, AL 35043, USA",premise,ChIJN96cNnk_iYgR8NOsHi0E0jE
7000 Adventist Blvd NW,34.75296219999999,-86.6485379,"7000 Adventist Blvd NW, Huntsville, AL 35896, USA",street_address,ChIJrTcRWNxrYogRCPITywuIan4
2001 2nd Ave,33.830749,-87.27635269999999,"2001 2nd Ave, Jasper, AL 35501, USA",premise,ChIJUfFbhxZhiIgR1Anld5quHRE
19875 Thompson Hall Rd,30.5139897,-87.8612411,"19875 Thompson Hall Rd, Fairhope, AL 36532, USA",premise,ChIJ40jO5wZAmogRnRIAo9gsfQI
1520 Shug Jordan Pkwy,32.6227348,-85.50350449999999,"1520 Shug Jordan Pkwy, Auburn, AL 36832, USA",premise,ChIJgzGJk0bzjIgRVyAByOFU6RA
